keyword,title,company,location,career,education,work_type,deadline,link,rec_idx,crawled_at
헬스케어,동국헬스케어엠앤아이(주) 재무회계 담당 모집,동국헬스케어엠앤아이(주),서울 강남구,경력 3~5년,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51711208&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51711208,2025-09-02 16:19:05
헬스케어,[아이디헬스케어그룹] 경영관리 본부장 채용,(주)아이디헬스케어그룹,서울 강남구,경력10년↑,대졸↑,정규직,~ 09/24(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51644010&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51644010,2025-09-02 16:19:05
헬스케어,[고성장/벤처기업]헬스케어테크 기업 CTO 정규직 채용,(주)사람인에이치에스,서울 동대문구,경력5년↑,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51670914&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51670914,2025-09-02 16:19:05
헬스케어,석·박사급 연구원 (AI헬스케어연구개발),하이퍼브레인(주),서울 영등포구,경력8년↑,석사↑,정규직·계약직,~ 10/01(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51701353&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51701353,2025-09-02 16:19:05
헬스케어,[피플앤드테크놀러지] 디지털헬스케어SE 채용,(주)피플앤드테크놀러지,서울 강남구,신입·경력,학력무관,정규직,~ 11/01(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51718872&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51718872,2025-09-02 16:19:05
헬스케어,[미래컴퍼니/서울]헬스케어(의료기기) - PM(Product Manager),(주)미래컴퍼니,서울 송파구,경력3년↑,대졸↑,정규직,~ 09/25(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51655560&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51655560,2025-09-02 16:19:05
헬스케어,의약품사업본부헬스케어팀 팀장 채용,(주)엔지켐생명과학,서울 서초구,경력 10~20년,고졸↑,정규직,~ 09/20(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51626594&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51626594,2025-09-02 16:19:05
헬스케어,헬스케어브랜드 영업지원팀장급 채용,(주)온누리스토어,서울 양천구,경력5년↑,고졸↑,정규직,~ 10/01(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51717917&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51717917,2025-09-02 16:19:05
헬스케어,대원헬스케어(주) 품질관리팀 신입·경력 모집,대원헬스케어(주),충남 예산군,경력무관,학력무관,정규직,~ 09/24(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51647179&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51647179,2025-09-02 16:19:05
헬스케어,[에이스헬스케어(주)] 옥천공장 물류관리 담당자 채용,에이스헬스케어(주),충북 옥천군,경력 1~5년,고졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51465703&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51465703,2025-09-02 16:19:05
헬스케어,비엘헬스케어의약품 물류팀 정규직 인재채용(재고관리/배송).,(주)비엘헬스케어,대구 동구,경력무관,고졸↑,정규직,~ 10/17(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51574406&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51574406,2025-09-02 16:19:05
헬스케어,HLB(주)헬스케어품질경영본부 채용,에이치엘비(주)헬스케어,세종특별자치시,경력5년↑,학력무관,정규직,~ 10/03(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51459341&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51459341,2025-09-02 16:19:05
헬스케어,[(주)퍼슨헬스케어] 인사팀 경력 채용,(주)퍼슨헬스케어,서울 금천구,경력 4~5년,대졸↑,정규직,~ 09/27(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51675542&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51675542,2025-09-02 16:19:05
헬스케어,헬스케어코칭 상담 영양사 모집,(주)닥터다이어리,서울 강남구,신입·경력,초대졸↑,정규직,~ 09/05(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51500472&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51500472,2025-09-02 16:19:05
헬스케어,(주)더웨이헬스케어임상시험 CRA 신입 & 경력자 모집,(주)더웨이헬스케어,서울 서초구,신입·경력,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51266825&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51266825,2025-09-02 16:19:05
헬스케어,멕헬스케어B&C(경력/신입) 계약직 채용,(주)멕헬스케어,서울 마포구,경력무관,학력무관,정규직,~ 09/27(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51680289&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51680289,2025-09-02 16:19:05
헬스케어,디케이헬스케어의료기기 인허가팀 품질관리 정규직 채용,디케이헬스케어(주),서울 서초구,경력무관,대졸↑,정규직,~ 10/24(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51643944&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51643944,2025-09-02 16:19:05
헬스케어,[스포애니 케이디헬스케어] 중대재해예방 안전관리 팀장 채용,(주)케이디헬스케어,서울 송파구,경력3년↑,초대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51583809&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51583809,2025-09-02 16:19:05
헬스케어,[AI헬스케어] 법무담당자 채용,(주)바이오컴,서울 강서구,경력3년↑,대졸↑,정규직,~ 09/24(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51638346&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51638346,2025-09-02 16:19:05
헬스케어,[AI헬스케어] 인하우스 브랜드 디자이너 채용,(주)바이오컴,서울 강서구,경력무관,초대졸↑,정규직,~ 09/24(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51642210&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51642210,2025-09-02 16:19:05
헬스케어,[헬스케어/인사총무] HR/GA Senior,로버트월터스코리아(주),서울 중구,경력,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51657096&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51657096,2025-09-02 16:19:05
헬스케어,헬스케어솔루션 기획 PM 경력직 채용,(주)딥메디,서울 관악구,경력3년↑,대졸↑,정규직,~ 10/01(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51706588&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51706588,2025-09-02 16:19:05
헬스케어,"디지털헬스케어제품 기획자 (Product Manager, PM)",하이퍼브레인(주),서울 영등포구,경력4년↑,학력무관,정규직·계약직,~ 10/01(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51701345&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51701345,2025-09-02 16:19:05
헬스케어,누리헬스케어대구지사 납품/배송기사 신입 채용,누리헬스케어,대구 북구,경력무관,학력무관,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51467700&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51467700,2025-09-02 16:19:05
헬스케어,[유한킴벌리헬스케어] 의료기 영업직원 모집 (경력자우대),(주)모두메디,대구 남구,경력무관,학력무관,정규직,~ 09/30(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51700932&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51700932,2025-09-02 16:19:05
헬스케어,[긴급]유명헬스케어그룹 재무회계팀장,닥터파인드,경기 성남시 분당구,경력8년↑,대졸↑,정규직,~ 09/12(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51711430&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51711430,2025-09-02 16:19:05
헬스케어,헬스케어·의료기기 유통/브랜딩 온라인사업팀 채용공고,한백엠트레이드,인천 부평구,신입·경력,학력무관,정규직,~ 09/21(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51463168&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51463168,2025-09-02 16:19:05
헬스케어,[교원헬스케어] 건강기능식품 상품기획개발 직무 모집 (경력),(주)교원프라퍼티,서울 종로구,경력 3~10년,대졸↑,정규직,~ 09/07(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51690649&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51690649,2025-09-02 16:19:05
헬스케어,[인바디헬스케어] 회계 직원 모집,(주)인바디헬스케어,서울 서초구,경력 4~7년,초대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51717478&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51717478,2025-09-02 16:19:05
헬스케어,[미래컴퍼니/서울]헬스케어(의료기기) - 임상연구,(주)미래컴퍼니,서울 송파구,경력2년↑,대졸↑,정규직,~ 09/10(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51521581&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51521581,2025-09-02 16:19:05
헬스케어,[업계상위/연봉상향]헬스케어/식품 브랜드 컨설턴트 채용,(주)사람인에이치에스,서울 성동구,경력1년↑,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51631467&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51631467,2025-09-02 16:19:05
헬스케어,메디통-헬스케어그래픽·웹디자이너 인력 채용(주임.대리급),이유엔(주)-메디통,서울 영등포구,경력5년↑,대졸↑,정규직,~ 10/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51669032&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51669032,2025-09-02 16:19:05
헬스케어,웰니스헬스케어센터 관리자(점장) 채용,(주)바이오컴,서울 강서구,경력무관,학력무관,정규직,~ 09/24(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51642348&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51642348,2025-09-02 16:19:05
헬스케어,디지털헬스케어제품 기획,(주)브레디스헬스케어,서울 성동구,경력3년↑,고졸↑,정규직,~ 09/12(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51553099&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51553099,2025-09-02 16:19:05
헬스케어,[제약대기업계열/헬스케어IT서비스제공기업] CSV 품질관리,(주)맨토스파워,서울 마포구,경력3년↑,대졸↑,정규직,~ 09/05(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51697068&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51697068,2025-09-02 16:19:05
헬스케어,"에이스헬스케어(주) HW, FW 개발자 채용",에이스헬스케어(주),서울 강동구,경력 5~15년,대졸↑,정규직,~ 09/17(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51582557&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51582557,2025-09-02 16:19:05
헬스케어,디지털헬스케어기기 기업부설연구소 H/W엔지니어 모집,(주)스킨사이언스,경기 성남시 분당구,경력5년↑,대졸↑,정규직,~ 09/15(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51666615&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=e349c7d3-e668-46fc-9d1c-ea2690e2bb84,51666615,2025-09-02 16:19:05
헬스케어,(주)파이헬스케어프론트엔드 개발자 모집,(주)파이헬스케어,경기 수원시 장안구,경력무관,학력무관,정규직,~ 10/17(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51577756&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51577756,2025-09-02 16:19:07
헬스케어,디지털헬스케어플랫폼 SW개발자,(주)엑소시스템즈,경기 성남시,경력 3~7년,대졸↑,정규직,~ 09/23(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51644367&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51644367,2025-09-02 16:19:07
헬스케어,[모바일헬스케어워크온] 프론트엔드 개발자 모집,"Swallaby, 스왈라비(주)",지역 없음,대졸↑,정규직,근무형태 없음,~ 09/27(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51677627&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51677627,2025-09-02 16:19:07
헬스케어,쇼핑몰/헬스케어서비스 개발자,보미오라한의원,서울 강남구,경력 3~10년,초대졸↑,정규직,~ 09/10(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51526164&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51526164,2025-09-02 16:19:07
헬스케어,"Nest.js,Express/헬스케어스타트업 백엔드 개발자 채용",(주)디지털뉴트리션,서울 강서구,경력 1~20년,학력무관,정규직,~ 10/24(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51639717&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51639717,2025-09-02 16:19:07
헬스케어,디지털헬스케어서비스 기획자 (PM) 모집,(주)탈로스,서울 서초구,경력 2~5년,학력무관,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51498681&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51498681,2025-09-02 16:19:07
헬스케어,헬스케어약국 사업부 서버 개발자 (경력) 채용,(주)헬스포트,서울 성동구,경력6년↑,학력무관,정규직,~ 09/25(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51656096&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51656096,2025-09-02 16:19:07
헬스케어,'스마트헬스케어센터'의 구축지원 및 유지보수업무 담당자모심,(주)킨더윌알파,서울 노원구,경력무관,초대졸↑,정규직,~ 09/16(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51572736&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51572736,2025-09-02 16:19:07
헬스케어,스마트헬스케어플랫폼 디바이스 - 웹/앱 개발자(풀스택) 채용,(주)노블링크,경기 화성시,경력 1~5년,초대졸↑,정규직,~ 10/24(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51638717&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51638717,2025-09-02 16:19:07
헬스케어,헬스케어(의료기기) - 의료기기 영상 분석 담당자,(주)미래컴퍼니,서울 송파구,경력 3~10년,대졸↑,정규직,~ 09/27(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51675787&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51675787,2025-09-02 16:19:07
헬스케어,헬스케어브랜드 해외영업팀 팀장 채용,(주)온누리스토어,서울 양천구,경력7년↑,고졸↑,정규직,~ 09/23(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51644015&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51644015,2025-09-02 16:19:07
헬스케어,헬스케어브랜드 해외영업팀 채용,(주)온누리스토어,서울 양천구,경력5년↑,고졸↑,정규직,~ 09/23(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51644000&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51644000,2025-09-02 16:19:07
헬스케어,[헬스케어IT]  본사 IR 담당,(주)맨파워코리아,서울 구로구,경력3년↑,대졸↑,정규직,~ 09/16(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51709763&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51709763,2025-09-02 16:19:07
헬스케어,Healthcare Field Sales Manager (외국계 포워딩헬스케어영업),지오디스코리아(주),서울 영등포구,경력5년↑,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51522496&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51522496,2025-09-02 16:19:07
헬스케어,[미래컴퍼니/서울]헬스케어(의료기기) - 해외영업 팀장,(주)미래컴퍼니,서울 송파구,경력10년↑,대졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51459083&location=ts&searchword=%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4&searchType=search&paid_fl=n&search_uuid=bb94712d-5995-4260-bb27-a4247dca5ace,51459083,2025-09-02 16:19:07
